restaurant_name,user_name,age_gender,usage_count,date,purpose,overall_score,plan_score,atmosphere_score,food_score,cost_performance_score,service_score,plan_menu,comment_food_drink,comment_atmosphere_service,comment_reactions
ママロンパーティー,ゲストユーザーさん,20代後半（女）,2名,2023/12/4,女子会,2.8,2,4,4,3,1,【販売終了】【Xmasアフタヌーンティー】クリスマス仕様のスイーツ、パフェ他+カフェフリー+レンタルドレス(1F指定・土日祝・11/10～12/25),スイーツは美味しかったです。トゥンカロンのお店なので、マカロンがとても甘いです。紅茶がアールグレイしかなくて残念でした。またカップ約4杯分ポットに入っているにもかかわらず、茶葉がスプーン1杯程しか入っていなかったのでほぼ味がしませんでした。1杯目も2杯目も茶葉は少なかったです。,あまりおすすめできません。ドレスありのプランにしましたが、案内されず聞いてみたら1階は本来ついていないようなことを言われました。なんかとか着れて共用スペースのような場所では撮れましたが、写真にあるよう個室では取れませんでした。1階はとても狭いので撮りにくいかと思います。個室で撮りたい場合は2階で予約してください。,同じような反応でした。あまりにも紅茶が薄くて残念だったと言っていました。
SPANISH LOUNGE PARADOR（スパニッシュラウンジ パラドール）,かむさん,50代後半（女）,2名,2024/7/29,家族の誕生日,2.8,2,2,4,3,3,【季節のアフタヌーンティー】自家製スコーンや旬果物のデザート+カフェフリー+アニバーサリー特典(ソファ席),飲み放題メニューにホットコーヒーがなかった。紅茶や、冷たい飲み物は美味だった。,お店が古く、ソファの手すりの布が剥げていたが、アンティークな店内は落ち着きがあったお手洗いはキレイだった飲み物はまずまず早く来た,Unknown
ブラッスリーカフェ ルコンテ,ハバネロさん,40代後半（女）,2名,2024/5/21,友人・知人との食事,2.8,3,3,2,2,4,【アフタヌーンティー】ベーグルやスコーン、自家製スイーツなど+カフェフリー(120分制・ロフト席も選べる！),カフェフリーにしたので種類も沢山あり、提供も早かったので良かった、ただブランチで行ったので量が少なくて物足りなかった。柔らかいベーグルと瓶入ったムースは美味しかった。生モノ苦手と書いたらサーモンからおそらくハムに変えてもらえたのかな？ありがとうございます！メッセージもチョコレートで丁寧に書いてもらいました。,OZの提供している地図が分かりにくすぎた、お店の入口は青山通り沿い、コスメキッチンの右横のビル、しかもエレベーターは2箇所あり、奥のエレベーターでした。隠れ家すぎるアフタヌーン予約客だけで貸し切りでした静かに話は出来る。,店内がお洒落なのでそこそこお気に召して貰えたようです量は少し足りなそうでした
ブラッスリーカフェ ルコンテ,mumi63さん,50代前半（女）,2名,2024/4/2,いつものデート,2.8,3,4,3,2,2,【アフタヌーンティー】ベーグルやスコーン、自家製スイーツなど+お好みカフェ1人1杯(90分制・ロフト席も選べる！),写真で受けたイメージより全体的に小さめなスイーツ。暑かったのでアイスティーを選びましたが、やはりホットにすれば良かったと後悔。スコーンは、自分で作ったほうが上手だな、というレベルの失敗かと思われる見た目でした。期待していた分、残念なお茶時間となりました。,お食事を運んでくださった男性は丁寧に説明していただき、感じよかったのですが、レジの女性は無表情で不機嫌かと思う対応でした。お店は広々と明るく居心地のよい空間なだけに、再訪なしと思える接客は残念に思いました。,予約してまで来る内容ではないね、と。この後まだ更に出てくるの？と聞かれてしまいました。わざわざ予約して付き合わせてしまったことが申し訳なくなりました。
MIXX バー＆ラウンジ（ミックス）,ちまだんごさん,30代前半（女）,2名,2024/10/20,女子会,2.8,3,5,3,2,1,【販売終了】ハロウィンアフタヌーンティー・イン・ザ・スカイ+カフェフリー(90分制),食事や装飾がハロウィンらしくとっても可愛いアフターヌーンでした。,窓からの景色も素敵で窓側の席で食べるのも良さそう。着席後、私達のところだけ30分は放置され食事が言われないと提供してもらえず。普通にラストオーダーのアナウンスが来て時間が少なく感じる。時間が足りなかったので食べ切れなかった。,初めてのアフターヌーンティで喜んでもらえた。ただ食べ切れず友人は残してしまい残念がってました。
Pepper PARLOR（ペッパー パーラー）,エリさん,60代後半（女）,2名,2024/9/29,家族との食事,2.8,3,3,3,2,3,【販売終了】アフタヌーンティー★シャインマスカットがテーマの11品を堪能+ウェルカムドリンク＆プレミアムカフェフリー+ソファ席確,メインのシャインマスカットは甘くて美味しくいただきました。全体的に甘い物ばかりで途中で飽きてきました。はじめに出てきたスコーンは硬くてイギリス風にも関わらず大きさも統一されてなく残念でした。,席に着いた時はペッパーくんはいなくて、しばらくしてからスタッフの方が連れてきてくれました。配膳は全て人によるもので残念でしたが、お一人のスタッフさんはその事を気にして下さいました。お気遣いありがとうございました。楽しく過ごせました。,Unknown
Pepper PARLOR（ペッパー パーラー）,きょさん,50代後半（女）,2名,2024/9/16,家族との食事,2.8,3,3,3,2,3,【販売終了】アフタヌーンティー★シャインマスカットがテーマの11品を堪能+ウェルカムドリンク＆カフェフリー+メッセージサービス,昼食抜きで伺ったので少し物足りなく感じました。やはり名前通りデザートとお茶を楽しむ為に行くとバッチリだと思います。どれも美味しく頂きました。もう少し食事系のボリュームがあるともっと満足すると思いました。,Pepperくんが思ったより店内にたくさんいて驚きました。各テーブルで、ミニゲームをやったり歌や踊りを見せてくれたり、他にはない体験ができて楽しかったです。オープンカフェなので、外側から見える感じです。お土地がら外人さんが写真を撮ったり入りたそうでした。私が伺った日は連休中だったせいか、予約でいっぱいで予約がない人は入ることはできなかったようです。事前予約をおすすめします。,Unknown
Pepper PARLOR（ペッパー パーラー）,うどんさん,20代前半（女）,2名,2024/9/1,女子会,2.8,3,3,4,2,2,【販売終了】アフタヌーンティー★白桃とマンゴーがテーマの13品を堪能+ウェルカムドリンク＆カフェフリー+メッセージサービス,アフタヌーンティーは美味しかったです。飲み放題なので色々とドリンク飲めます。,pepperが沢山いて、不思議な体験でした。外国人の方にもすごく人気でした。,pepperが2回とも電池切れになるし、アフタヌーンティーの食事もなかなか来なく、ただ席の時間が過ぎていくばかりでした。その後もドリンク来るのも遅いし、2回も頼んでないドリンクが届きました。そこら辺がかなり不満のようです。
Pepper PARLOR（ペッパー パーラー）,カーコさん,50代前半（女）,1名,2024/7/30,その他(1人での予約),2.8,2,4,3,3,2,【販売終了】アフタヌーンティー★白桃とマンゴーがテーマの13品を堪能+ウェルカムドリンク＆カフェフリー+メッセージサービス,特に感動を与える料理はなかった、他では桃とマンゴーのメニューがなかったので期待をしすぎたのかも、食事系も冷めきっていて、ドリンクメニューも限られた中で種類も少なかっです。,座席や店内の汚れが気になりました、ペッパー君のエンタメ性を重視するなら値段的に納得かも。サービス面も最低限のレベルと言う印象でした。,Unknown
Pepper PARLOR（ペッパー パーラー）,なーたんさん,50代後半（女）,2名,2024/7/23,女子会,2.8,3,3,3,4,1,【販売終了】アフタヌーンティー★白桃とマンゴーがテーマの13品を堪能+ウェルカムドリンク＆カフェフリー+ソファー席確約,アフタヌーンティーのテーマは白桃とマンゴーでしたが全体的に少量で味は普通。ドリンクの種類はひと通りありますが、アイスティーは味が薄かった。ホットコーヒーはたっぷり入っていたのが良かったです。,ペッパーくん達がたくさんいるので楽しい雰囲気だが、接客が過去一悪くて驚いた。平日早めの時間帯でラウンジソファ確約プランで予約してるのに10分以上待たされ、案内された席はシミや髪の毛だらけ。ゴミも落ちたままで全く掃除していない。別席希望。変更されたのは一番奥のエスカレーターから丸見え、何故かラーメン自販機が目の前にあり舞台上のペッパーくん達がほぼ見えない最悪の席。これまた席変更希望。年配スタッフは注文してないドリンクを持って来たり落としたり、食器の回収もガチャガチャ音をたてて不快。店内は広いですが、中央がエスカレーターへ向かう人達が店内を行き来するので近くの席だと落ち着かない印象。,ペッパーくんのダンスやおしゃべりは楽しかった。ただ、いちいちタブレット操作をしないと行けないのが難点。リモコン操作できないのかと思った。ペッパーくんがテーブルに近すぎてダンスでの手の動きがいつもテーブルにぶつかっているのが気になったが、スタッフが近くにいない。相対的にスタッフ対応がかなり悪い印象。このままではロボットに仕事を奪われても仕方ないとの感想でした。
Pepper PARLOR（ペッパー パーラー）,キャサリンさん,50代前半（女）,2名,2024/5/26,女子会,2.8,3,3,3,3,2,【販売終了】アフタヌーンティー★抹茶と苺がテーマの11品を堪能+ウェルカムドリンク＆カフェフリー+メッセージサービス,アフタヌーンティーで利用。抹茶とストロベリーの組み合わせは写真通りで可愛いです。,ペッパーくんがたくさんいて体験したことのない雰囲気が味わえます。広々としています。新しい物好きな方はぜひ。ただしペッパーくんはすべてのテーブルにいるので歌ったりするとうるさいです、、実験的な場所という感じです。店員さんのサービスのレベルはやる気がなくて低い。,一緒に行った方がペッパーくんに興味を持っていたのでいきました楽しそうではありました。
Pepper PARLOR（ペッパー パーラー）,もさん,20代後半（女）,4名,2024/5/7,女子会,2.8,3,3,3,4,1,【販売終了】アフタヌーンティー★いちごの王様あまおうがテーマの11品を堪能+ウェルカムドリンク＆カフェフリー+メッセージサービス,苺の味が抜けているものもありましたが、全体的にボリュームがありお腹いっぱいになりました。アフターヌーンティーのメニューにはなかったのですが、スコーンにはジャムやバター（マーガリン？）等つくためもし出てこなかったら確認した方がいいかなと思います。（私たちのテーブルは忘れられてました笑）,ドリンクのおかわりがQRでできるのと、会計も自動精算機でできるのがよかった。フリードリンクが来るのが遅く、こちらから状況を聞かないと説明がないことがあったので気になる場合は店員を呼んで聞いた方がいいと思います。,Pepperの挙動がおかしく（手が壊れていました）そこにはびっくりしていたり、色々お店の不手際がありましたが概ね楽しんではくれました。
Pepper PARLOR（ペッパー パーラー）,リーさん,40代後半（女）,2名,2024/3/19,家族との食事,2.8,3,3,3,2,3,【販売終了】アフタヌーンティー★いちごの王様あまおうがテーマの11品を堪能+ウェルカムドリンク＆カフェフリー+メッセージサービス,イチゴが甘くて新鮮で美味しかったです。ドリンクはもっと種類があると嬉しいです,ペッパーくんに沢山楽しませていただきました。ペッパーくんがゲームしてくれたり、踊ってくれたりするので飽きないです,Unknown
Pepper PARLOR（ペッパー パーラー）,annaさん,40代後半（女）,5名,2024/3/10,友人・知人の誕生日,2.8,3,3,2,3,3,【販売終了】アフタヌーンティー★旬のいちごがテーマの全11品を堪能+ストロベリーソーダ＆カフェフリー+メッセージサービス,見た目が可愛いく、スコーンが美味しかったです。ソフトドリンクの種類も充分ありました。,本格的なアフタヌーンティーを楽しむ感じではないけれど、ペッパーくんと遊びたい人や、いつもとは違う雰囲気を味わいたい人にはとても良いところだと思います。,アルコールが追加注文できなかったのが残念そうでした。ペッパーくんには喜んでくれました。
Pepper PARLOR（ペッパー パーラー）,ゲストユーザーさん,20代後半（女）,3名,2024/2/26,女子会,2.8,4,3,3,3,1,【販売終了】アフタヌーンティー★旬のいちごがテーマの全11品を堪能+ストロベリーソーダ＆カフェフリー+メッセージサービス,デザートと食事の割合が良かったですしかし、グラスに入っていたゼリーがスプーンが奥まで入らず食べずらかったです。スプーンを小さくするかグラスを大きくするかした方が良いと思いました。,店員さんがそんなに干渉してこないのが良いと思いました。ホットの飲み物のコップが暑いので置きますなどの配慮は良かったです。しかし自動配膳ロボットで食べ物を運んできていたのですが、段差などでグラスが落ちたりしていて、その落ちた食べ物をそのまま提供してきたのは最悪でした。店員さんが自動配膳ロボットの後ろに着いてくるなら店員さんが運んでは良いのでは？と思いました。咳も掃除したのかな？って位ソファーに食べ物が散らばってたり、地面にマドラーが落ちてたりなどしていました。,食べ物は美味しかったし雰囲気も良かったけど、席が汚かったり。落ちた食べ物をそのまま提供してきたのは不服そうでした。
Pepper PARLOR（ペッパー パーラー）,でこたんさん,70代以上（女）,2名,2023/12/24,結婚記念日,2.8,3,3,3,2,3,【販売終了】アフタヌーンティー★いちごとクリスマスがテーマの全10品を堪能+カフェフリー+メッセージサービス,ソフトドリンクの飲み放題がついているが、一つの量が多いので、お代わりがしにくい。,ペッパーのロボットが給仕するサービスだが、つきっきりなので若干うっとうしい。,通常のカフェではなく、話題性があるかも知れないが、傍にいられると若干煩わしい。
Pepper PARLOR（ペッパー パーラー）,さとりんさん,40代後半（女）,3名,2023/12/17,家族の誕生日,2.8,3,3,3,3,2,【販売終了】アフタヌーンティー★いちごとクリスマスがテーマの全10品を堪能+カフェフリー+メッセージサービス,アフタヌーンティーで予約しました。食事は、普通においしかったですが、盛り方が少し残念で取りにくく、お皿に取ると崩れてしまったりと、トングを用意するなり工夫があるといいなと思いました。,店員さんの態度は、悪いと言いませんが２。３人で行ってアフタヌーンティー用の３段の盛り付けで一皿づつ１人分で盛ってあり、取り皿がなかったのでお願いしたら、えっ。みたいな顔させて、３段の皿を外してみたいなこと言われましたが、外れません。ばかにされてたのかな？,Unknown
Pepper PARLOR（ペッパー パーラー）,ゲストユーザーさん,60代後半（女）,2名,2023/11/5,友人・知人との食事,2.8,2,4,3,2,3,【販売終了】アフタヌーンティー★シャインマスカットがテーマの全9品を堪能+プレミアムカフェフリー+ソファ席確約＆メッセージサービス,料金の割にアフタヌーンティーはお得感が低かった。全てお料理のサイズは小さくて、他の料理をオーダーしないとランチにはちょっと物足りない。本場イギリスでののアフタヌーンティーをよく知っているので。,お店の雰囲気は広々としていて良かった。店員さんはフロントにいた女性以外ほぼ感じは良かった。会計の際手際は良くなかったので、もう少し経験豊富な人員が必要ではないでしょうか？,peppeと英語で話せなくつまらなかった。料理は期待していたより少なかった。
ABC canteen ルミネ池袋店（エービーシーキャンティーン）,ルアナさん,30代後半（女）,2名,2024/10/20,女子会,2.8,3,3,3,2,3,【販売終了】【ハロウィン限定★アフタヌーンティー】秋のスイーツを堪能+カフェフリー,新宿店に比べると、ドリンクのメニューが少なかった。店員さんにフリードリンクを注文するシステム。,トイレがお店の近くにあるので、フリードリンクでも安心できました。,池袋駅直結なので、帰宅するのに便利だった。店員さんが親切だった。
ABC canteen ルミネ池袋店（エービーシーキャンティーン）,うさぴょんさん,40代後半（女）,3名,2024/9/26,家族の誕生日,2.8,3,4,3,2,2,【販売終了】【カジュアル★アフタヌーンティー】8種のスイーツ&セイボリー+推しカラーフロート＆選べるカフェ(平日15時以降・ＯＺ限定),3人分のアフタヌーンティーが、1つお皿に3人分のせての提供で私的には見栄えに乏しくがっかりしました。ドリンクは映えるのでよかったと思います。,景色のいい席でロケーションはよかったです。推しカラーのドリンクも見映えよかったです。,Unknown
ABC canteen ルミネ池袋店（エービーシーキャンティーン）,さちこあきこさん,60代後半（女）,2名,2024/9/7,友人・知人との食事,2.8,3,3,3,3,2,【販売終了】【カジュアル★アフタヌーンティー】8種のスイーツ&セイボリー+選べるカフェ,内容的には特に目新しさは感じなかった。スコーンがあるとアフタヌーンティーらしさが増すかなと思う。,作ってあったのだろうと思うがあっという間にセットで出てきたので全く待たされることはなかった。その後コーヒーを追加注文をした。しかし、何度も手を挙げる、声をかけるなどアピールしたが一番奥まった席だったせいか全く気づいてもらえず、やっと注文した後も出てくるまで今度はイライラするほど時間がかかった。,可もなく不可もなくまぁこんなものかと言っていた。サービスに関しては私と同じ感想だった。
ABC canteen ルミネ池袋店（エービーシーキャンティーン）,おずみょんさん,20代前半（女）,3名,2024/7/14,家族の誕生日,2.8,5,2,1,4,2,【アフタヌーンティー】マカロンなど充実スイーツ＆セイボリー+選べるカフェ+アニバーサリーメッセージも可,"アフタヌーンティーを予約しました。1段目のご飯類はとても美味しかったです。問題は2,3段目のスイーツ類です。安いプランだからかクリームが全く美味しくなく1口目から微妙な感想でした。特にモンブランは酷く、市販で買ったタルトとも呼べないタルト生地に適当なクリームを乗せたようなもので、栗の味はまったくせず、食べた時に小学生のバレンタインを思い出しました。他のスイーツも甘党の私でも苦労するような質の悪い砂糖の味で楽しめませんでした。フルーツとマカロンは美味しかったです。食べ切るのにとても苦労しました。実際食べ残してるお客さんを多く見受けられました。安いプランなので相応かもしれませんがスイーツの量を減らして1つ1つの質を上げてくれると食べやすくて嬉しいです。映えの為の食事って感じですが、モンブランのタルト生地は見た目すら安っぽくて映えないです。",頼んでいたアニバーサリープレートとして上の段にHappy Birthdayと綺麗に書かれていて喜んでもらえました。また店員さんの接客も丁寧でとても気持ちが良かったです。接客は素晴らしかったですが、飲み物の案内、飲み物の到着、ご飯の到着にとても時間がかかりました。注文内容予約していたのにな、と残念でしたがお昼時だったので仕方ないかなと思ってます。お店はルミネの食事コーナーの一角ということもあり音が大きく、向かいに座ってる人の声が聞こえにくくて会話しにくかったです。また落ち着きのある空間とは言えないため、落ち着いたお店が良い人は違うお店をおすすめします。 若い子だけで安く甘いものを！って言う方はおすすめです。,Unknown
ABC canteen ルミネ池袋店（エービーシーキャンティーン）,uuucoさん,50代前半（女）,2名,2024/5/26,女子会,2.8,3,3,3,3,2,【販売終了】【カジュアル★アフタヌーンティー】8種のスイーツ&セイボリー+2時間カフェフリー(ＯＺ限定),ドリンクの種類がもう少しあっても良いかなとも思ったけど、安いので納得です。お料理は美味しかったです。,カフェフリーでしたが、定員に直接注文制で、店員は来ないし、注文できたと思ったら今度は飲み物を持ってくるのが遅かった。金額的にそんなもんかなと思いました。,カフェフリーの飲み物を持ってくるのが遅いとやはり言っていました。
PIZZA ＆ ROTISSERIE LA COCORICO Shibuya（ラココリコ）,梢さん,30代後半（女）,1名,2024/9/1,その他(1人での予約),2.8,3,3,3,3,2,【販売終了】【サマーアフタヌーンティー】桃やマンゴーなどのスイーツを堪能+乾杯クリームソーダ＆フレーバーティーやカフェ飲み放題,お手頃なお値段で、スタンドで提供されるアフタヌーンティーを経験したい方には向いていると思います。,夜はお酒を提供してるお店とのことで、そういった活気の良さを楽しみたい方には向いていると思います。,Unknown
PIZZA ＆ ROTISSERIE LA COCORICO Shibuya（ラココリコ）,スココさん,50代前半（女）,2名,2024/7/14,家族との食事,2.8,3,3,3,3,2,【販売終了】【サマーアフタヌーンティー】桃やマンゴーなどのスイーツを堪能+乾杯クリームソーダ＆フレーバーティーやカフェ飲み放題,味は美味しかったけれど、ガトーショコラはパサパサでした。ロールケーキは解凍したケーキなのかなという味でした。,店員さんが笑顔がなく、飲み物おかわりの度に気が引けて嫌な感じでした。お店の雰囲気はとても良かったです。,Unknown
PIZZA ＆ ROTISSERIE LA COCORICO Shibuya（ラココリコ）,チョコもなかさん,50代後半（女）,2名,2024/2/13,家族との食事,2.8,2,3,3,4,2,【販売終了】【イチゴのアフタヌーンティー】+フレーバーティー＆カフェ飲み放題(期間限定),お値段が安かったので仕方ないかもしれませんが一つ一つのお料理が小さく少ないです。スイーツもお店で作っているというより出来合いの物のように感じました。追加でピザをとりましたがそれがなければあっという間に終わってしまいアフタヌーンティーとしては物足りない感じです。追加でとったピザは美味しかったです。ドリンクの種類は多くてたくさん試せたのは良かったが、はじめの１杯はとても美味しかったのにあとは薄くて残念でした。,席も広めで落ち着くインテリアで店の雰囲気は良かった。2時間のコースで1時間半でオーダーストップだったのに入店して1時間でオーダーストップと言われてエッ？ってなったのと、クーポンを使用したはずなのに伝票がクーポン分が引かれてなくて会計が不安でした。,Unknown
ラデュレ日比谷店,ティルダさん,30代前半（女）,2名,2024/10/24,友人・知人との食事,2.8,3,4,3,2,2,【販売終了】【ハロウィンアフタヌーンティー】(平日限定),食事の量がすくなかった。ケーキを半分に分けるのが大変だった。,店内の雰囲気は良かったが、接客サービスがよくなかった。ドリンクの提供に時間がかかった。,店内雰囲気は良いと言っていたが、プラン内容については残念がっていた。
寿司ダイニング かどはち 銀座店,ss2さん,30代前半（女）,2名,2024/1/29,女子会,2.8,3,4,1,3,3,【和のアフタヌーンティー】抹茶の甘味や寿司を楽しむ+ノンアルコール飲み放題(5組限定),スイーツはお店で作っているものではなさそうでしたが楽しめました。折角お寿司屋さんなのでお寿司をもっも増やしてほしかったです。,景色がよく明るくて雰囲気は良かったです。ドリンクのラストオーダーも聞いてもらえまし。,楽しんでもらえたようです。値段なりの内容だったとは思ったようです。
寿司ダイニング かどはち 銀座店,ゲストユーザーさん,50代前半（女）,2名,2023/12/17,いつものデート,2.8,2,3,3,2,4,【和のアフタヌーンティー】抹茶の甘味や寿司を楽しむ+ノンアルコール飲み放題(5組限定),ドリンクは、季節限定のものなど明記や視覚に変化があって良かったです。食事にお寿司屋さんの雰囲気あるものがもう少しあると嬉しいです。,景色は、銀座が眼下に見えて抜群です!今度は、夜お食事に行きたいと思いました。お店の中も清潔感あり接客は明るいです。,アフタヌーンティーとランチという表記を主人がみてもう少し食事があると思ったようです。その為、お昼を控えて行ったので見本の写真より小さいお寿司に残念がっていました。接客担当の女性は、明るい感じでとても良かったです。
GODIVA cafe Futakotamagawa（ゴディバ カフェ フタコタマガワ）,Dolphinさん,50代後半（男）,2名,2024/9/28,家族との食事,2.8,3,1,4,1,5,【販売終了】【ゴディバカフェ 季節のアフタヌーンティーセット】+ドリンク2杯(9/4～),料理と飲み物の美味しさについては満足できました。店舗については事前によく確認してから予約すると良いと思います。,サービス自体は大変丁寧に対応していただけて満足しましたが、お店の作りや雰囲気については、一人五千円を超えるコース、しかもアフタヌーンティーわ提供する店舗では全く無かったと思います。一流ブランドのGODIVAのアフタヌーンティーなので妻を連れて楽しみに行きましたが、案内されたテーブル、周りの雰囲気を見て愕然としました。,Unknown
GODIVA cafe Futakotamagawa（ゴディバ カフェ フタコタマガワ）,yonoさん,30代前半（女）,2名,2024/1/14,女子会,2.8,3,3,3,2,3,【販売終了】【ゴディバカフェ 季節のアフタヌーンティーセット】+ドリンク2杯(12/26～),ゴディバのチョコレートが3つとチョコレートドリンクがセットでついてきたのは嬉しかったです。,かなり賑やかです。平日に行ったらまた違うのかもしれませんがゆっくり静かにお話したい場合は難しいかもしれません。オズモールで予約しましたと伝えたらすぐレジを優先して開けてくれて先にお会計と席を案内してくれました。,ちょっと席が近く賑やかだったねと、ボリュームあってお腹いっぱいになったと言っていました。
Banksia World Wine＆Australian Bistro（バンクシアワールドワインアンドオーストラリアンビストロ）,みんちゃんさん,40代前半（女）,2名,2024/2/19,女子会,2.8,3,3,2,4,2,季節のアフタヌーンティー＆本日のパスタ・サラダ ランチセット+カフェフリー,ランチのパスタやサラダは美味しかったです。アフタヌーンティーはスコーンはカチカチ、マカロンやティラミスは普通、オーストラリアの伝統菓子はまあまあ美味しかったという感じで、イマイチ残念でした。,バーカウンターの席で東京駅は見えましたが、若干草が視界を遮り昼間のビューはイマイチでした。サービスはあまりよろしくない感じでした。前日に時間変更させられたのに、そのことについては来店時にひと言もなく、一斉に提供したかっただけの理由ではないかと思ってしまうような状況でした。理由はなんであれ、ひと言あれば印象も違ったのでしょうけれど。,コスパは良かったねと、パスタは美味しかったと言っていました。
カスケード 銀座店,rishan1009さん,60代前半（女）,2名,2024/10/27,女子会,2.8,3,2,2,4,3,【販売終了】苺と栗のアフタヌーンティー+3時間カフェフリー(土日祝),3時間滞在可能ということで予約しましたが、お店はカラオケビルの地下で、ドリンクはドリンクバーでした。種類が多かったのは良かったですしコスパは良いと思いますが、「アフタヌーンティー」と称するのはいかがなものかと思いました。スイーツ類も何かが安っぽく、アフタヌーンティー用の容器に並べてありましたが、残念な内容だったと思います。カラオケの後にお茶をするのにピッタリなのかもしれません。,3時間長居できます。コスパ重視の人たちには良いのかもしれません。です。,アフターヌーンティーを期待していたので、がっかりされました。
カスケード 銀座店,つんこつんさん,50代前半（女）,2名,2024/10/13,家族の誕生日,2.8,3,3,3,3,2,【販売終了】苺と栗のアフタヌーンティー+3時間カフェフリー(土日祝),ドリンクバーのハーブティーの種類がたくさんあり楽しめました。ドリンクバーの充実さには驚きました。あとは可もなく不可もなくでした。,申し訳ありませんが、おすすめのポイントはドリンクバーくらいで他はありません。店員さんの対応があまり気持ちの良いものではなかったのが残念でした。塩対応というか愛想がないというか。,Unknown
カスケード 銀座店,とりんさん,30代前半（女）,2名,2024/4/28,会社の人との食事,2.8,3,3,3,2,3,【販売終了】【2024OZアワード受賞記念】いちごに溺れるアフタヌーンティー+シャンパン＆3hカフェフリー(土日祝),カラオケパセラでした。VIPルームとはカラオケの個室のことでした。カラオケは使えませんでしたが。食べ物はおいしかったですが、やはりホテルのアフタヌーンティーとは違います。,カラオケ店です。ドリンクはセルフドリンクなので自分で取りに行くサービスです。,おいしいけどカラオケ店だったのでまずまずの反応でした。次回はホテルのアフタヌーンティーへ行こうという話になりました。
カスケード 銀座店,けいこさん,50代前半（女）,3名,2024/1/26,女子会,2.8,3,3,3,3,2,【販売終了】【いちご×シーズンフルーツ】季節アフタヌーンティー+3時間カフェフリー,ドリンクの種類が豊富でたくさん楽しめます。フードの量が多すぎないので女子会にぴったり。,バリの雰囲気。店員さんは放っておいてくれるので落ち着きます。ドリンクも自分で好きなときに取りに行くスタイル。,個室でたくさんおしゃべりてきるのがいい。トイレもキレイ。女子にはうれしい。
カスケード 銀座店,ゆなさん,20代前半（女）,2名,2023/12/26,友人・知人との食事,2.8,2,3,3,3,3,【販売終了】クリスマスアフタヌーンティー+3時間カフェフリー,このお値段で2段のプレートになっているのは珍しいのと思った。サラダが美味しかった。,部屋がいくつかあって部屋ごとに雰囲気が違っていた。どこに通されても良さそう。,ドリンクバーで、お茶の種類が沢山あって迷うと楽しそうだった。
和カフェyusoshi 渋谷（ユソーシ）,sapphireさん,40代後半（女）,3名,2024/3/31,女子会,2.8,3,3,3,2,3,【販売終了】桜アフタヌーンティープラン+カフェフリー(2/19～4/8),雰囲気・お料理・スイーツは値段相応という印象です。リーズナブルなのでスマートフォンでのオーダーとなるのは仕方ないと思います。,リーズナブルなのでスマートフォンでのオーダーとなるのは仕方ないとしても、お茶類はせめてカップ交換制でなくポットオーダーにして欲しい。アフタヌーンティーを選ぶ理由は、オーダーに煩わされることなくゆっくり話したいからなので、その目的に合っていないサービス形態はどうなのか・・と思います。,感想としては前述の通り。他には混み合う時期に予約が取れてありがとう、という感想でした。
和カフェyusoshi 渋谷（ユソーシ）,momoさん,40代前半（女）,1名,2023/11/10,その他(1人での予約),2.8,3,3,3,3,2,【販売終了】【アフタヌーンティー】おばけやかぼちゃなどハロウィンを堪能+カフェフリー(10/20～31限定),予想していたよりもセイボリーの量が多かったです。スイーツはメニューがかなり変わっていたので残念でした。,平日に行ったのでかなり空いていました。他のお客さまがいなかったので、スタッフの方の無駄話がはっきり聞こえていて、不快でした。,Unknown
HAND BAKES（ハンド ベイクス）,なるみんさん,20代後半（女）,2名,2024/8/22,女子会,2.8,4,2,3,3,2,【販売終了】【カジュアル★アフタヌーンティー】8種のスイーツ＆セイボリー+カフェフリー(ＯＺの日限定),食事もドリンクもお値段の割にはおいしかったです。お腹いっぱいになる量もありました。,店内はガヤガヤしすぎて友だちの話声が聞こえませんでした。カフェフリーだったのに店員さんが呼んでもなかなか来てくれなくて残念でした。,店員さんは周り見てないし、呼びボタンはないからドリンクが頼まないねと言っていました。
HAND BAKES（ハンド ベイクス）,みっちゃんさん,40代後半（女）,2名,2024/6/30,友人・知人との食事,2.8,3,3,3,2,3,【販売終了】【カジュアル★アフタヌーンティー】8種のスイーツ＆セイボリー+選べるカフェ,ケーキ類が甘くて食べきれませんでした。飲み物のお茶も少なくて、甘いものを食べるにはちょっと辛かったです。,店の雰囲気は良いけれど、隣の席と近くて会話が通りづらくて疲れてしまいました。女性が多くて、大きな声で話さないと声が通りません。,友人は全部食べていましたが、やっぱり甘過ぎると行っていました。
HAND BAKES（ハンド ベイクス）,ラムさん,40代後半（女）,4名,2024/4/26,女子会,2.8,4,3,4,2,1,【アフタヌーンティー】マカロンなど充実スイーツ＆セイボリー+カフェフリー+アニバーサリーメッセージも可,セイボリー、デザートのバランスがよかった。フリードリンクも種類豊富。,店内はザワザワしてるけど女子会だったので静かより逆によかった。ラストオーダーで頼んだコーヒー2人分が、まだですか？と催促したけど結局来なかった。誘った友人には申し訳ない気持ちになった。,初めてのアフタヌーンティー利用で可愛かったので喜んでくれましたが、飲み物はスムーズに持って来てもらえず悲しそうでした。
